Account Description,Product,Size,Size Numeric,Strength,WHO ATC 5 Code,Volume,Value,Year Month (after 2000),Year (after 2000),Month,Region_Færøerne,Region_Hovedstaden,Region_Midtjylland,Region_Nordjylland,Region_Sjælland,Region_Syddanmark
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl. (Paranova),1.0,100.0,L04AB02,1312.0,5518127.68,1503.0,15.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,10.0,27930.0,1503.0,15.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1544268.6,1503.0,15.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,80.0,2059024.8,1503.0,15.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2305326.0,1504.0,15.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,2146.0,8990044.66,1504.0,15.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,1000.0,2793000.0,1504.0,15.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1544268.6,1504.0,15.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,60.0,1544268.6,1504.0,15.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,480.0,3688521.6,1505.0,15.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,1700.0,7121657.0,1505.0,15.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,1000.0,2793000.0,1505.0,15.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1544268.6,1505.0,15.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,60.0,1544268.6,1505.0,15.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2305326.0,1506.0,15.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,320.0,1340547.2,1506.0,15.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,1998.0,5580414.0,1506.0,15.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,40.0,1029512.4,1506.0,15.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,40.0,1029512.4,1506.0,15.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2305326.0,1507.0,15.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,102.0,427299.42,1507.0,15.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,2070.0,5429510.0,1507.0,15.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,40.0,1029512.4,1507.0,15.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,39.0,1003774.59,1507.0,15.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,480.0,3688521.6,1508.0,15.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,84.0,351893.64,1508.0,15.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3000.0,7323000.0,1508.0,15.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,80.0,2059024.8,1508.0,15.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,80.0,2059024.8,1508.0,15.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,450.0,3457989.0,1509.0,15.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,44.0,184325.24,1509.0,15.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3100.0,7567100.0,1509.0,15.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,40.0,1029512.4,1509.0,15.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,80.0,2059024.8,1509.0,15.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2305326.0,1510.0,15.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,36.0,150811.56,1510.0,15.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3000.0,7323000.0,1510.0,15.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,40.0,1029512.4,1510.0,15.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,20.0,514756.2,1510.0,15.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,480.0,3688521.6,1511.0,15.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,56.0,234595.76,1511.0,15.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,1999.0,4879559.0,1511.0,15.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,40.0,1029512.4,1511.0,15.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,80.0,2059024.8,1511.0,15.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,700.0,5379094.0,1512.0,15.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,40.0,167568.4,1512.0,15.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3568.0,8709488.0,1512.0,15.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,110.0,2831159.1,1512.0,15.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,80.0,2059024.8,1512.0,15.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,240.0,1844260.8,1601.0,16.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,40.0,167568.4,1601.0,16.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,2608.0,6366128.0,1601.0,16.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,35.0,900823.35,1601.0,16.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,60.0,1544268.6,1601.0,16.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2305326.0,1602.0,16.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,209460.5,1602.0,16.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,2991.0,7301031.0,1602.0,16.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,40.0,1029512.4,1602.0,16.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,50.0,1286890.5,1602.0,16.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2305326.0,1603.0,16.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,90.0,377028.9,1603.0,16.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,2989.0,7296149.0,1603.0,16.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,40.0,1029512.4,1603.0,16.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,50.0,1286890.5,1603.0,16.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,450.0,3457989.0,1604.0,16.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,209460.5,1604.0,16.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,2998.0,7318118.0,1604.0,16.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1544268.6,1604.0,16.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,75.0,1930335.75,1604.0,16.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,540.0,4120770.3,1605.0,16.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,40.0,165474.0,1605.0,16.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3100.0,7567100.0,1605.0,16.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1518530.6,1605.0,16.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,75.0,1898163.25,1605.0,16.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,450.0,3371539.5,1606.0,16.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,204224.5,1606.0,16.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,2994.0,7308354.0,1606.0,16.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1505661.6,1606.0,16.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,50.0,1254718.0,1606.0,16.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,400.0,2996924.0,1607.0,16.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,204224.0,1607.0,16.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3130.0,7640330.0,1607.0,16.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,50.0,1254718.0,1607.0,16.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,75.0,1882077.0,1607.0,16.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2247693.0,1608.0,16.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,204224.0,1608.0,16.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3000.0,7323000.0,1608.0,16.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,75.0,1882077.0,1608.0,16.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,50.0,1254718.0,1608.0,16.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2247693.0,1609.0,16.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,90.0,367603.2,1609.0,16.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3130.0,7640330.0,1609.0,16.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,50.0,1254718.0,1609.0,16.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,50.0,1254718.0,1609.0,16.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,450.0,3371539.5,1610.0,16.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3000.0,7323000.0,1610.0,16.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,75.0,1882077.0,1610.0,16.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,50.0,1254718.0,1610.0,16.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,300.0,2247693.0,1611.0,16.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,58.0,236899.84,1611.0,16.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3000.0,7323000.0,1611.0,16.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,50.0,1254718.0,1611.0,16.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,50.0,1254718.0,1611.0,16.0,11.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,1150.0,8616156.5,1612.0,16.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,55.0,224646.4,1612.0,16.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3130.0,7640330.0,1612.0,16.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,85.0,2133020.6,1612.0,16.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,85.0,2133020.6,1612.0,16.0,12.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,25.0,102112.0,1701.0,17.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,4000.0,9764000.0,1701.0,17.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1505661.6,1701.0,17.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,90.0,2258492.4,1701.0,17.0,1.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,204224.0,1702.0,17.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,2200.0,5370200.0,1702.0,17.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1505661.6,1702.0,17.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,5.0,125471.8,1702.0,17.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,30.0,752830.8,1702.0,17.0,2.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,180.0,1348615.8,1703.0,17.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,75.0,303783.25,1703.0,17.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,4000.0,9764000.0,1703.0,17.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1505661.6,1703.0,17.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,10.0,250943.6,1703.0,17.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,60.0,1505661.6,1703.0,17.0,3.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,370.0,2721581.0,1704.0,17.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,199118.5,1704.0,17.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3000.0,7323000.0,1704.0,17.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1468020.0,1704.0,17.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,3.0,75283.08,1704.0,17.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,90.0,2220850.8,1704.0,17.0,4.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,240.0,1753200.0,1705.0,17.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,25.0,99559.25,1705.0,17.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,4200.0,10252200.0,1705.0,17.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,90.0,2202030.0,1705.0,17.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,3.0,75283.08,1705.0,17.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,60.0,1468020.0,1705.0,17.0,5.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,360.0,2629800.0,1706.0,17.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,199118.5,1706.0,17.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3000.0,7323000.0,1706.0,17.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,60.0,1468020.0,1706.0,17.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,8.0,200754.88,1706.0,17.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,60.0,1468020.0,1706.0,17.0,6.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,350.0,2556750.0,1707.0,17.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,50.0,199118.5,1707.0,17.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,3000.0,7323000.0,1707.0,17.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,30.0,734010.0,1707.0,17.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,11.0,276037.96,1707.0,17.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,60.0,1468020.0,1707.0,17.0,7.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,370.0,2702850.0,1708.0,17.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,33.0,131418.21,1708.0,17.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,4000.0,9764000.0,1708.0,17.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,90.0,2202030.0,1708.0,17.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,11.0,276037.96,1708.0,17.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,90.0,2202030.0,1708.0,17.0,8.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,220.0,1607100.0,1709.0,17.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,39.0,155312.43,1709.0,17.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remsima,1 stk.,1.0,100.0,L04AB02,2204.0,5379964.0,1709.0,17.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,120.0,2936040.0,1709.0,17.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,6.0,150566.16,1709.0,17.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.  (0.5 ml),1.0,45.0,L04AC05,90.0,2202030.0,1709.0,17.0,9.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Cimzia,2 stk.,2.0,200.0,L04AB05,360.0,2629800.0,1710.0,17.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Inflectra,1 stk.,1.0,100.0,L04AB02,7340.0,27032192.4,1710.0,17.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Remicade,1 htgl.,1.0,100.0,L04AB02,60.0,238942.2,1710.0,17.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,30.0,734010.0,1710.0,17.0,10.0,False,True,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,Stelara,1 stk.,1.0,130.0,L04AC05,20.0,501887.2,1710.0,17.0,10.0,False,True,False,False,False,False
